,address,pname,cityname,adname,name,location,tel,lng,lat,score
165,可乐宠物会馆192号,湖北省,武汉市,黄陂区,可乐宠物会馆,"114.413815,30.703313",17671779103,114.413815,30.703313,4.9
166,雄楚大道888号金地雄楚1号A1205商铺,湖北省,武汉市,洪山区,默东动物医院雄楚分院,"114.389776,30.494956",027-86659076,114.389776,30.494956,4.9
167,城k2地段2栋2号商铺,湖北省,武汉市,洪山区,默东动物医院,"114.381420,30.605145",027-86869171,114.38142,30.605145,4.9
168,建设大道统建大江园北苑11栋1-3-1室,湖北省,武汉市,江岸区,默东动物医院赵家条分院,"114.296415,30.617686",027-82611822;17786042542,114.296415,30.617686,4.9
169,腊台山路曙光星城B区107号,湖北省,武汉市,洪山区,默东动物医院(曙光店),"114.403459,30.487619",027-86659077;18086053940,114.403459,30.487619,4.9
170,发展大道文博路红桥新城3栋一楼202商铺希望动物医院,湖北省,武汉市,江岸区,希望动物医院(金桥店),"114.280534,30.623438",027-82855598;13995683695,114.280534,30.623438,4.3
171,纱帽街道纱帽正街566号紫阳楚世家1栋103,湖北省,武汉市,汉南区,瑞派宠物医院(经开汉南院),"114.065719,30.316948",13260569386,114.065719,30.316948,4.3
172,东风大道经开万达广场1号门旁万达金街e10-11,湖北省,武汉市,蔡甸区,瑞派宠物医院(经开万达转诊中心),"114.172667,30.505736",027-84399757,114.172667,30.505736,4.3
173,龙兴东街15号,湖北省,武汉市,汉阳区,芭比堂动物医院,"114.211581,30.547364",027-84587668,114.211581,30.547364,4.3
174,南湖平安路225号中央花园商铺,湖北省,武汉市,武昌区,默东动物医院(楚天分院),"114.319471,30.509781",027-88064166;15342770069,114.319471,30.509781,4.3
175,徐家棚街办事处沙湖路团结生鲜市场,湖北省,武汉市,武昌区,熙贝宠物诊所,"114.348865,30.578066",15527972997,114.348865,30.578066,4.3
176,紫菘枫林上城2号,湖北省,武汉市,洪山区,倍健动物诊所,"114.401911,30.495374",[],114.401911,30.495374,4.3
177,前川街道前川街百泰名仕雅苑17号(新气象局旁),湖北省,武汉市,黄陂区,望康宠物中心(原福临宠物中心),"114.379482,30.884556",15927210908,114.379482,30.884556,4.3
178,天鹅湖大道湖墅观止金街商铺7-15号门面,湖北省,武汉市,蔡甸区,仟博宠物医院,"114.123729,30.517875",18163502860,114.123729,30.517875,4.3
179,龙城路与龙城西路交叉口东380米,湖北省,武汉市,江夏区,酷萌动物医院(锦绣龙城店),"114.385474,30.465177",[],114.385474,30.465177,4.3
180,八坦北路以北、站东路以西保利新武昌一区2幢1-2层8商号,湖北省,武汉市,洪山区,福懋动物诊所(武汉白沙洲分院),"114.294102,30.493732",027-88852202,114.294102,30.493732,4.3
181,文治街17号,湖北省,武汉市,洪山区,思远猫友好医院(南湖猫友好分院),"114.338543,30.500989",18163527274,114.338543,30.500989,3.7
182,越秀金融汇二期精武路32附5(福星南大门对面烟酒名城隔壁),湖北省,武汉市,江汉区,伴侣宠物医疗,"114.276728,30.588198",027-85751701;18602734648,114.276728,30.588198,3.7
183,香港映像3号门旁古田四路8-10旁边是小胡子祥彪烧烤,湖北省,武汉市,硚口区,伴侣宠物医疗,"114.213277,30.590264",[],114.213277,30.590264,3.7
184,工人村街建设十一路青宜居西区西北门,湖北省,武汉市,青山区,宠伴宠物诊所,"114.417523,30.643374",18186225218,114.417523,30.643374,3.7
185,徐东路40号长城嘉苑13栋2单元1层1室,湖北省,武汉市,武昌区,瑞鹏宠物医院(徐东群星城分院),"114.348198,30.582632",027-88856766;13971735802;4000208888,114.348198,30.582632,3.7
186,康福路与新科路交叉口东340米,湖北省,武汉市,洪山区,酷萌动物医院,"114.385104,30.496067",[],114.385104,30.496067,3.7
187,梅林二街5号附15号,湖北省,武汉市,汉阳区,唯宠宠物诊疗中心,"114.225717,30.520360",15927091801,114.225717,30.52036,3.7
188,古田三路福源街,湖北省,武汉市,硚口区,宠颐生动物医院,"114.203051,30.593574",027-83333012,114.203051,30.593574,4.5
189,建一路2号10幢2层25号,湖北省,武汉市,硚口区,总动员动物医院,"114.222424,30.578414",027-83647835,114.222424,30.578414,3.3
190,民族大道新竹路金地阳光城B808,湖北省,武汉市,洪山区,宠物康动物诊所(新竹路),"114.401177,30.490597",027-87875430,114.401177,30.490597,3.3
191,环亚大厦B座西门旁,湖北省,武汉市,江岸区,瑞鹏宠物医院(台北一路),"114.274738,30.592941",027-83966866;4000208888,114.274738,30.592941,3.3
192,沿海赛洛城1期,湖北省,武汉市,东西湖区,派特拉斯宠物医院,"114.157210,30.635594",027-83232715;18186676232,114.15721,30.635594,3.3
193,楚康路瀚城312号,湖北省,武汉市,洪山区,宠颐生文康动物医院,"114.370221,30.499935",13554503319;18086065433,114.370221,30.499935,4.7
194,宝丰一路时代天骄2期8-108室,湖北省,武汉市,硚口区,同心动物医院(宝丰一路),"114.252389,30.579807",027-88430911,114.252389,30.579807,4.7
